combo,phase,hand_x,hand_y,hand_z,blade_x,blade_y,blade_z
1,0.4,-9.208,50.6485,131.688,-0.30992,0.799721,-0.00567999
1,0.41,-4.54311,52.7459,132.611,-0.222939,0.835904,0.014243
1,0.42,0.207108,54.3812,133.551,-0.134368,0.861373,0.0345303
1,0.43,5.00001,55.5,134.5,-0.0449999,0.875,0.055
1,0.44,9.79289,56.0787,135.449,0.0443675,0.876351,0.0754696
1,0.45,14.5431,56.1258,136.389,0.132939,0.865726,0.095757
1,0.46,19.208,55.6805,137.312,0.21992,0.844121,0.11568
1,0.47,23.7449,54.8084,138.21,0.304514,0.813129,0.135056
1,0.48,28.1111,53.5948,139.074,0.385926,0.774798,0.153704
1,0.49,32.264,52.1372,139.896,0.46336,0.731446,0.17144
1,0.5,36.1609,50.537,140.667,0.536021,0.685484,0.188083
1,0.51,39.7591,48.8925,141.379,0.603113,0.639248,0.20345
1,0.52,43.016,47.2928,142.024,0.66384,0.594872,0.21736
1,0.53,45.8889,45.8143,142.593,0.717407,0.554197,0.22963
1,0.54,48.3351,44.5194,143.077,0.763019,0.518744,0.240077
1,0.55,50.312,43.4567,143.468,0.79988,0.489725,0.24852
1,0.56,51.7769,42.6637,143.758,0.827194,0.468097,0.254776
1,0.57,52.6871,42.1699,143.938,0.844166,0.454631,0.258664
1,0.58,53,42,144,0.85,0.45,0.26
1,0.59,52.9565,41.9833,143.953,0.849079,0.450385,0.260653
1,0.6,52.8287,41.9341,143.816,0.846377,0.451515,0.262569
1,0.61,52.621,41.8542,143.592,0.841983,0.453353,0.265685
1,0.62,52.3374,41.7452,143.286,0.835984,0.455861,0.269938
1,0.63,51.9823,41.6086,142.904,0.828472,0.459003,0.275266
1,0.64,51.5598,41.4461,142.449,0.819534,0.462741,0.281603
1,0.65,51.0741,41.2593,141.926,0.809259,0.467037,0.288889
1,0.66,50.5294,41.0498,141.339,0.797738,0.471855,0.297059
1,0.67,49.93,40.8192,140.694,0.785058,0.477157,0.30605
1,0.68,49.2801,40.5693,139.994,0.77131,0.482907,0.315799
1,0.69,48.5838,40.3015,139.244,0.756581,0.489066,0.326242
1,0.7,47.8455,40.0175,138.449,0.740962,0.495598,0.337318
1,0.71,47.0692,39.7189,137.613,0.724541,0.502465,0.348962
1,0.72,46.2593,39.4074,136.741,0.707407,0.50963,0.361111
1,0.73,45.4198,39.0845,135.837,0.68965,0.517055,0.373703
1,0.74,44.5551,38.752,134.906,0.671358,0.524705,0.386673
1,0.75,43.6694,38.4113,133.952,0.652621,0.53254,0.39996
1,0.76,42.7668,38.0641,132.98,0.633528,0.540525,0.413499
1,0.77,41.8515,37.7121,131.994,0.614167,0.548621,0.427227
1,0.78,40.9279,37.3569,130.999,0.594628,0.556792,0.441082
1,0.79,40,37,130,0.575,0.565,0.455
1,0.8,39.0721,36.6431,129.001,0.555372,0.573208,0.468918
1,0.81,38.1485,36.2879,128.006,0.535833,0.581379,0.482773
1,0.82,37.2332,35.9359,127.02,0.516472,0.589475,0.496501
1,0.83,36.3306,35.5887,126.048,0.497379,0.59746,0.510041
1,0.84,35.4449,35.248,125.094,0.478642,0.605295,0.523327
1,0.85,34.5802,34.9155,124.163,0.46035,0.612945,0.536297
1,0.86,33.7407,34.5926,123.259,0.442593,0.62037,0.548889
1,0.87,32.9308,34.2811,122.387,0.425459,0.627535,0.561038
1,0.88,32.1545,33.9825,121.551,0.409038,0.634402,0.572682
1,0.89,31.4162,33.6985,120.756,0.393419,0.640934,0.583758
1,0.9,30.7199,33.4307,120.006,0.37869,0.647093,0.594201
1,0.91,30.07,33.1808,119.306,0.364942,0.652843,0.60395
1,0.92,29.4706,32.9502,118.661,0.352262,0.658145,0.612941
1,0.93,28.9259,32.7407,118.074,0.340741,0.662963,0.621111
1,0.94,28.4402,32.5539,117.551,0.330467,0.667259,0.628397
1,0.95,28.0177,32.3914,117.096,0.321528,0.670997,0.634734
1,0.96,27.6626,32.2548,116.714,0.314016,0.674139,0.640061
1,0.97,27.379,32.1458,116.408,0.308017,0.676647,0.644315
1,0.98,27.1713,32.0659,116.184,0.303623,0.678485,0.647431
1,0.99,27.0435,32.0167,116.047,0.300921,0.679615,0.649347
1,1,27,32,116,0.3,0.68,0.65
2,0,27,32,116,0.3,0.68,0.65
2,0.01,26.9888,31.9701,116.213,0.298879,0.675405,0.65071
2,0.02,26.9563,31.8834,116.831,0.295627,0.66207,0.65277
2,0.03,26.9041,31.7442,117.823,0.290406,0.640666,0.656076
2,0.04,26.8338,31.5569,119.157,0.283382,0.611866,0.660525
2,0.05,26.7472,31.3258,120.804,0.274718,0.576342,0.666012
2,0.06,26.6458,31.0554,122.73,0.264577,0.534767,0.672434
2,0.07,26.5312,30.75,124.906,0.253125,0.487813,0.679688
2,0.08,26.4052,30.414,127.3,0.240525,0.436152,0.687668
2,0.09,26.2694,30.0517,129.881,0.226941,0.380456,0.696271
2,0.1,26.1254,29.6676,132.618,0.212536,0.321399,0.705394
2,0.11,25.9748,29.266,135.479,0.197476,0.259653,0.714932
2,0.12,25.8192,28.8513,138.434,0.181924,0.195889,0.724781
2,0.13,25.6604,28.4278,141.452,0.166044,0.130781,0.734839
2,0.14,25.5,28,144.5,0.15,0.065,0.745
2,0.15,25.3396,27.5722,147.548,0.133956,-0.00078088,0.755161
2,0.16,25.1808,27.1487,150.566,0.118076,-0.0658892,0.765219
2,0.17,25.0252,26.734,153.521,0.102524,-0.129653,0.775068
2,0.18,24.8746,26.3324,156.382,0.0874635,-0.1914,0.784606
2,0.19,24.7306,25.9483,159.119,0.0730594,-0.250456,0.793729
2,0.2,24.5948,25.586,161.7,0.0594752,-0.306152,0.802332
2,0.21,24.4688,25.25,164.094,0.046875,-0.357812,0.810313
2,0.22,24.3542,24.9446,166.27,0.0354227,-0.404767,0.817566
2,0.23,24.2528,24.6742,168.196,0.0252824,-0.446342,0.823988
2,0.24,24.1662,24.4431,169.843,0.0166181,-0.481866,0.829475
2,0.25,24.0959,24.2558,171.177,0.00959367,-0.510666,0.833924
2,0.26,24.0437,24.1166,172.169,0.00437319,-0.53207,0.83723
2,0.27,24.0112,24.0299,172.787,0.00112063,-0.545405,0.83929
2,0.28,24,24,173,0,-0.55,0.84
2,0.29,23.9055,24.3621,172.765,0,-0.540089,0.835991
2,0.3,23.6305,25.4155,172.083,0,-0.511263,0.824329
2,0.31,23.188,27.1087,170.984,0,-0.464914,0.80556
2,0.32,22.5908,29.3863,169.501,0,-0.402536,0.780231
2,0.33,21.8519,32.1847,167.667,0,-0.325803,0.748889
2,0.34,20.984,35.4288,165.512,0,-0.236648,0.71208
2,0.35,20.0001,39.0301,163.069,0,-0.137312,0.670351
2,0.36,18.9132,42.8861,160.371,0,-0.0303562,0.624249
2,0.37,17.736,46.8812,157.448,0,0.0813658,0.57432
2,0.38,16.4815,50.8911,154.333,0,0.194798,0.521111
2,0.39,15.1625,54.7881,151.059,0,0.306809,0.465169
2,0.4,13.792,58.4485,147.656,0,0.414361,0.40704
2,0.41,12.3828,61.7608,144.157,0,0.514686,0.347271
2,0.42,10.9479,64.633,140.595,0,0.605471,0.286409
2,0.43,9.5,67,137,0,0.685,0.225
2,0.44,8.05215,68.8268,133.405,0,0.752254,0.163591
2,0.45,6.61718,70.111,129.843,0,0.806944,0.102729
2,0.46,5.208,70.8805,126.344,0,0.849481,0.0429598
2,0.47,3.83748,71.1899,122.941,0,0.880872,-0.015169
2,0.48,2.51852,71.1133,119.667,0,0.902576,-0.0711112
2,0.49,1.264,70.7372,116.552,0,0.916326,-0.12432
2,0.5,0.0868149,70.1519,113.629,0,0.923946,-0.174249
2,0.51,-1.00015,69.4444,110.931,0,0.927186,-0.220351
2,0.52,-1.984,68.6928,108.488,0,0.927592,-0.26208
2,0.53,-2.85185,67.9624,106.333,0,0.926419,-0.298889
2,0.54,-3.59082,67.3046,104.499,0,0.924602,-0.330231
2,0.55,-4.188,66.7567,103.016,0,0.922766,-0.35556
2,0.56,-4.63052,66.3452,101.917,0,0.921279,-0.374329
2,0.57,-4.90548,66.0884,101.235,0,0.920328,-0.385991
2,0.58,-5,66,101,0,0.92,-0.39
2,0.59,-4.94644,65.9431,101.025,0.000502105,0.919598,-0.388259
2,0.6,-4.78922,65.776,101.099,0.00197604,0.918419,-0.38315
2,0.61,-4.53353,65.5044,101.219,0.00437319,0.916501,-0.37484
2,0.62,-4.18454,65.1336,101.382,0.00764497,0.913884,-0.363497
2,0.63,-3.74744,64.6692,101.587,0.0117428,0.910606,-0.349292
2,0.64,-3.22741,64.1166,101.831,0.0166181,0.906706,-0.332391
2,0.65,-2.62963,63.4815,102.111,0.0222222,0.902222,-0.312963
2,0.66,-1.95929,62.7692,102.425,0.0285067,0.897195,-0.291177
2,0.67,-1.22157,61.9854,102.771,0.0354228,0.891662,-0.267201
2,0.68,-0.421659,61.1355,103.146,0.0429219,0.885662,-0.241204
2,0.69,0.435267,60.225,103.548,0.0509556,0.879236,-0.213354
2,0.7,1.34402,59.2595,103.974,0.0594752,0.87242,-0.183819
2,0.71,2.29943,58.2444,104.422,0.0684321,0.865254,-0.152769
2,0.72,3.2963,57.1852,104.889,0.0777778,0.857778,-0.12037
2,0.73,4.32945,56.0875,105.373,0.0874636,0.850029,-0.0867929
2,0.74,5.3937,54.9567,105.872,0.0974409,0.842047,-0.0522048
2,0.75,6.48386,53.7984,106.383,0.107661,0.833871,-0.0167746
2,0.76,7.59475,52.6181,106.904,0.118076,0.825539,0.0193295
2,0.77,8.7212,51.4212,107.432,0.128636,0.817091,0.0559388
2,0.78,9.858,50.2134,107.965,0.139294,0.808565,0.0928851
2,0.79,11,49,108.5,0.15,0.8,0.13
2,0.8,12.142,47.7866,109.035,0.160706,0.791435,0.167115
2,0.81,13.2788,46.5788,109.568,0.171364,0.782909,0.204061
2,0.82,14.4052,45.3819,110.096,0.181924,0.774461,0.240671
2,0.83,15.5161,44.2016,110.617,0.192339,0.766129,0.276775
2,0.84,16.6063,43.0433,111.128,0.202559,0.757953,0.312205
2,0.85,17.6706,41.9125,111.627,0.212536,0.749971,0.346793
2,0.86,18.7037,40.8148,112.111,0.222222,0.742222,0.38037
2,0.87,19.7006,39.7556,112.578,0.231568,0.734746,0.412769
2,0.88,20.656,38.7405,113.026,0.240525,0.72758,0.443819
2,0.89,21.5647,37.775,113.452,0.249044,0.720765,0.473354
2,0.9,22.4217,36.8645,113.854,0.257078,0.714338,0.501204
2,0.91,23.2216,36.0146,114.229,0.264577,0.708338,0.527201
2,0.92,23.9593,35.2308,114.575,0.271493,0.702805,0.551177
2,0.93,24.6296,34.5185,114.889,0.277778,0.697778,0.572963
2,0.94,25.2274,33.8834,115.169,0.283382,0.693294,0.592391
2,0.95,25.7474,33.3309,115.413,0.288257,0.689394,0.609292
2,0.96,26.1845,32.8664,115.618,0.292355,0.686116,0.623497
2,0.97,26.5335,32.4956,115.781,0.295627,0.683499,0.63484
2,0.98,26.7892,32.2239,115.901,0.298024,0.681581,0.64315
2,0.99,26.9464,32.0569,115.975,0.299498,0.680402,0.648259
2,1,27,32,116,0.3,0.68,0.65
